Bandwidth,CPU_Load,Task_Size,Mobility,Cache_Occupancy,Residual_Energy,Local_CPU,Tx_Power
25,8.98024855002774,40,0.1970025767509168,0.8796611611766321,100.0,1.2431228527328995,0.5
14,6.203270507080337,40,0.9982038334236227,0.9282744162588026,98.77551020408163,1.03437092483868,0.5
10,8.978364744931923,41,0.0477403857937595,0.6490364067272771,97.55102040816327,1.2163707095199265,0.5
25,7.656911880402362,44,0.11391913423094668,0.8786740336243619,96.3265306122449,1.226769169047692,0.5
24,8.09555119411521,44,0.17884784177715807,0.6074707847574577,95.10204081632654,1.1338107897801526,0.5
27,8.437467359906114,48,0.26379319767114795,0.662233932110331,93.87755102040816,1.2280010010749725,0.5
16,7.57560320465284,42,0.2072094324133169,0.9152871193268906,92.65306122448979,1.1049396749229163,0.5
18,7.01964313117437,46,0.9549615804090059,0.7940470800658539,91.42857142857143,1.138256395553845,0.5
11,7.249639750731444,47,0.482549595814339,0.7160995263605929,90.20408163265306,1.1518133791992196,0.5
26,9.48692943697696,40,0.2878075447319558,0.7435939300400012,88.9795918367347,1.1892042839396217,0.5
28,9.436618599787897,44,0.7965225130247837,0.6243275910840804,87.75510204081633,1.161414655904331,0.5
22,7.903491000432203,42,0.39906278369654125,0.6464314470533878,86.53061224489795,1.1089418475103499,0.5
18,9.223291387430809,41,0.6419646646770784,0.6420571832539272,85.3061224489796,1.1288594012986892,0.5
18,7.2631026635601845,48,0.5783068672671177,0.8706525461572695,84.08163265306122,1.242886758346116,0.5
26,9.328440361681382,49,0.24901703166681277,0.5960221408316861,82.85714285714286,1.3866792043304368,0.5
24,6.70594827064531,48,0.4875508833988125,0.97454571191123,81.63265306122449,1.107852793002755,0.5
19,6.114396715518746,49,0.5389541138386031,0.84829209240437,80.40816326530611,1.1999311961908428,0.5
10,8.138252294366929,46,0.5474860271726588,0.7974020834400046,79.18367346938776,1.2446628436431346,0.5
23,7.790644375689624,41,0.7130737188776104,0.8698759350943199,77.95918367346938,1.1733153377558838,0.5
16,7.132756942260794,46,0.07690406371608383,0.9300267887576116,76.73469387755102,1.1529708050339074,0.5
20,8.994928625022743,45,0.4250546706903162,0.7434347373005751,75.51020408163265,1.3049148507173047,0.5
11,9.171729258226007,42,0.22865419600270476,0.6553565503774812,74.28571428571428,1.2627250072598062,0.5
14,6.939616846019368,46,0.3405809987665278,0.9033834035193384,73.06122448979592,1.2127230137634544,0.5
28,6.774674345740678,43,0.21011287797575928,0.9737561671507735,71.83673469387755,1.1468779561032878,0.5
15,7.611897148688725,43,0.5404513743326351,0.5784594295289159,70.61224489795919,1.3799062252152083,0.5
17,7.864849003245878,46,0.008517791579174205,0.787035997852704,69.38775510204081,1.2855611266382765,0.5
12,8.504231124583363,47,0.7831512386874276,0.7467884578877584,68.16326530612244,1.2850791656329303,0.5
28,9.41291340999764,42,0.381544060220247,0.9727249939911243,66.93877551020408,1.1391317559704013,0.5
24,6.378723652214443,44,0.7440046100837872,0.9850697198951606,65.71428571428572,1.203746047715749,0.5
13,6.570117764516081,40,0.6563519386508864,0.927348911014529,64.48979591836735,1.2231121750466705,0.5
26,6.373995667938965,45,0.7441110121679304,0.6240379351385394,63.265306122448976,1.014353020307377,0.5
29,7.151927650731821,48,0.3119637314470799,0.6653661716012976,62.04081632653061,1.2724731434925087,0.5
27,7.5325971588132665,45,0.7263984024483037,0.8728288638206206,60.816326530612244,1.0112570298876555,0.5
27,7.063210824618532,44,0.2536076046832275,0.6342547869986139,59.59183673469388,1.0299568312926881,0.5
13,7.805793467844636,48,0.5709191089383231,0.8787816594810218,58.36734693877551,1.1849303575646712,0.5
26,6.3787324878196525,40,0.0935375328946002,0.9885343280411312,57.14285714285714,1.3404725590671172,0.5
20,7.765773995548259,40,0.2803445717670918,0.6526811871650825,55.91836734693877,1.196338073569123,0.5
14,7.37639572354576,45,0.7392580603075066,0.6229394192651319,54.69387755102041,1.2700873667543375,0.5
28,9.223070351107172,40,0.7618053494761485,0.8990654886413356,53.46938775510204,1.1615212666893122,0.5
26,8.763435812295308,49,0.1934201618489908,0.5047911317287961,52.244897959183675,1.2028488310636773,0.5
29,8.396589144274543,41,0.30320335296843526,0.8617241667545518,51.0204081632653,1.0270080138744158,0.5
14,8.506791841031252,41,0.3447820062391268,0.6339290430153227,49.795918367346935,1.1196081701471556,0.5
24,7.127742961702469,45,0.6492502389767714,0.9556306794031345,48.57142857142857,1.2599530722826024,0.5
16,6.403177817828325,42,0.7611714199823985,0.6664064570409616,47.3469387755102,1.2197421368447559,0.5
21,6.700519841519002,48,0.8524782945837629,0.8997721778954234,46.12244897959184,1.2972352226788082,0.5
11,9.448633277397265,47,0.9469012366362896,0.5318855460098352,44.89795918367347,1.3703448891670482,0.5
27,8.258386044150841,42,0.3773535086240163,0.6871666508203242,43.6734693877551,1.1700351004215361,0.5
17,7.078188292553579,44,0.8975376861757004,0.5225442634109083,42.44897959183673,1.1489986462105788,0.5
16,7.305484522042016,45,0.6655026540967417,0.7898339773232869,41.224489795918366,1.3188033668886496,0.5
27,7.292640400097221,42,0.9619115132416268,0.8253032534808515,40.0,1.258144085541306,0.5
